rgb_path,depth_path,skel_path,label
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer5_sample449_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer5_sample449_depth.mp4,,59
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample594_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample594_depth.mp4,,195
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample775_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample775_depth.mp4,,91
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample1989_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample1989_depth.mp4,,127
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample254_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample254_depth.mp4,,188
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer9_sample290_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer9_sample290_depth.mp4,,225
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample1335_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample1335_depth.mp4,,40
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample534_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample534_depth.mp4,,58
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample1249_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample1249_depth.mp4,,132
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample2318_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample2318_depth.mp4,,122
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer5_sample502_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer5_sample502_depth.mp4,,107
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample1412_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample1412_depth.mp4,,222
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer0_sample1321_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer0_sample1321_depth.mp4,,141
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample471_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample471_depth.mp4,,16
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer0_sample1230_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer0_sample1230_depth.mp4,,104
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample2061_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample2061_depth.mp4,,81
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer0_sample1091_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer0_sample1091_depth.mp4,,14
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample15_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample15_depth.mp4,,51
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample2529_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample2529_depth.mp4,,38
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample1267_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample1267_depth.mp4,,140
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer5_sample417_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer5_sample417_depth.mp4,,181
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer0_sample224_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer0_sample224_depth.mp4,,117
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer0_sample922_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer0_sample922_depth.mp4,,116
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer0_sample495_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer0_sample495_depth.mp4,,115
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample2147_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample2147_depth.mp4,,224
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample291_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample291_depth.mp4,,191
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample206_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample206_depth.mp4,,171
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample2189_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample2189_depth.mp4,,216
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample2580_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample2580_depth.mp4,,202
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample1900_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample1900_depth.mp4,,220
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample1722_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample1722_depth.mp4,,186
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample1691_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample1691_depth.mp4,,207
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample1383_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample1383_depth.mp4,,224
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample1627_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample1627_depth.mp4,,202
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample1999_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample1999_depth.mp4,,133
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer0_sample531_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer0_sample531_depth.mp4,,38
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample217_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample217_depth.mp4,,165
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample2429_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample2429_depth.mp4,,81
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample711_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample711_depth.mp4,,105
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer0_sample1302_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer0_sample1302_depth.mp4,,54
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample2033_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample2033_depth.mp4,,16
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample818_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample818_depth.mp4,,182
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample453_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample453_depth.mp4,,203
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample1966_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample1966_depth.mp4,,160
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample309_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample309_depth.mp4,,204
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample354_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample354_depth.mp4,,139
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample1912_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample1912_depth.mp4,,193
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer5_sample426_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer5_sample426_depth.mp4,,5
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample615_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample615_depth.mp4,,219
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample537_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample537_depth.mp4,,168
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample156_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample156_depth.mp4,,167
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer0_sample166_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer0_sample166_depth.mp4,,161
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample2423_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample2423_depth.mp4,,131
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample1606_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample1606_depth.mp4,,157
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample1847_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample1847_depth.mp4,,127
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample1073_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample1073_depth.mp4,,172
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample34_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample34_depth.mp4,,168
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample2637_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample2637_depth.mp4,,139
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample1310_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample1310_depth.mp4,,9
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample149_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample149_depth.mp4,,115
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample1370_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample1370_depth.mp4,,28
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample1422_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample1422_depth.mp4,,4
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample1771_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample1771_depth.mp4,,78
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer9_sample539_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer9_sample539_depth.mp4,,100
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample2327_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample2327_depth.mp4,,133
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample1132_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample1132_depth.mp4,,145
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer5_sample131_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer5_sample131_depth.mp4,,180
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer0_sample542_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer0_sample542_depth.mp4,,127
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer0_sample563_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer0_sample563_depth.mp4,,63
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample930_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample930_depth.mp4,,139
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample1545_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample1545_depth.mp4,,76
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample1268_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample1268_depth.mp4,,71
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample1361_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample1361_depth.mp4,,105
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample634_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample634_depth.mp4,,40
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample1125_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample1125_depth.mp4,,144
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer0_sample1144_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer0_sample1144_depth.mp4,,170
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer0_sample351_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer0_sample351_depth.mp4,,68
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample1243_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample1243_depth.mp4,,178
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer0_sample611_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer0_sample611_depth.mp4,,113
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample857_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample857_depth.mp4,,94
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample1816_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample1816_depth.mp4,,175
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer5_sample450_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer5_sample450_depth.mp4,,33
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer0_sample777_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer0_sample777_depth.mp4,,175
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer9_sample668_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer9_sample668_depth.mp4,,193
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample1261_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample1261_depth.mp4,,178
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample1699_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample1699_depth.mp4,,2
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample573_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample573_depth.mp4,,132
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer0_sample1024_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer0_sample1024_depth.mp4,,47
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer0_sample313_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer0_sample313_depth.mp4,,16
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample38_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample38_depth.mp4,,179
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample2639_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample2639_depth.mp4,,30
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer0_sample1324_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer0_sample1324_depth.mp4,,28
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample1544_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample1544_depth.mp4,,119
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample1818_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample1818_depth.mp4,,3
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample2278_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample2278_depth.mp4,,2
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample145_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample145_depth.mp4,,135
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample1063_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample1063_depth.mp4,,112
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer9_sample186_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer9_sample186_depth.mp4,,185
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample1306_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample1306_depth.mp4,,92
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample319_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample319_depth.mp4,,11
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample782_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample782_depth.mp4,,203
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample273_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample273_depth.mp4,,90
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample298_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample298_depth.mp4,,224
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample1169_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample1169_depth.mp4,,123
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample1755_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample1755_depth.mp4,,86
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample229_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer8_sample229_depth.mp4,,141
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer9_sample516_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer9_sample516_depth.mp4,,73
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer0_sample480_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer0_sample480_depth.mp4,,84
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer9_sample566_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer9_sample566_depth.mp4,,177
/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample1572_color.mp4,/home/hatch5o6/groups/grp_asl_classification/nobackup/archive/AUTSL/train/train/signer7_sample1572_depth.mp4,,187
